Cluster #0,Cluster #1,Cluster #2,Cluster #3,Cluster #4,Cluster #5,Cluster #6,Cluster #7,Cluster #8,Cluster #9,Cluster #10,Cluster #11,Cluster #12,Cluster #13,Cluster #14,Cluster #15,Cluster #16,Cluster #17,Cluster #18,Cluster #19,Cluster #20,Cluster #21,Cluster #22,Cluster #23,Cluster #24,Cluster #25,Cluster #26,Cluster #27,Cluster #28,Cluster #29,Cluster #30,Cluster #31,Cluster #32,Cluster #33,Cluster #34,Cluster #35,Cluster #36,Cluster #37,Cluster #38,Cluster #39,Cluster #40,Cluster #41,Cluster #42,Cluster #43,Cluster #44,Cluster #45,Cluster #46,Cluster #47,Cluster #48,Cluster #49,Cluster #50,Cluster #51,Cluster #52,Cluster #53,Cluster #54,Cluster #55,Cluster #56,Cluster #57
0.2003458484,0.5288458848,0.6049549222,0.5182130046,0.1930707198,0.08674191761,0.4493790958,0.3363347902,0.987178985,0.4365077144,0.07443016156,0.1315119396,0.1740434605,1.821020645,0.8741346794,0.05932027914,0.303316899,1.382274429,0.3234634089,0.8444745398,0.3357751649,0.5489923947,0.4756814837,2.724815464,0.9222624531,0.1768415869,0.3833433133,0.4046090738,1.531134752,19.96295281,0.04085264507,0.4566542243,38.74061928,0.08786116816,0.1068884275,0.06771465826,0.7650077508,2.369453414,1.470695222,1.002848493,0.7969063915,0.4482598452,2.09635628,0.5657811529,0.09513629674,0.4006916968,1.359889418,0.5932027914,0.3659949298,1.751067485,2.048228506,4.588367629,0.1561354517,0.08394379124,0.8254472805,0.07331091101,0.3492061715,0.4975068694
0.07222543887,0.3772436146,0.2954677045,0.4512597668,0.1641487247,0.08535733685,0.2799481887,0.2459246348,1.469578765,0.3360572073,0.8129838657,0.06924091661,0.01193808907,1.362732867,1.162172971,0.02865141377,0.4822987984,0.6834555993,0.2011568008,0.5318418681,0.3718714745,0.4363371555,0.4733452316,3.23820666,3.8064597,1.260662206,0.4357402511,0.4691669005,1.579409184,8.939241096,0.1868310939,2.633542449,36.03691257,0.01313189798,0.3682900478,1.02130352,1.25051483,4.705994711,2.856784714,1.532850637,0.21846703,0.7437429491,1.751914571,0.6559979944,0.1265437441,5.050408581,3.355199933,0.07879138786,0.1295282664,0.4590195247,0.8846124001,3.207764533,0.4017166972,0.07879138786,0.6947967839,0.2906924689,1.021900424,0.1098304194
0.09611740604,0.1466476995,0.1642234537,6.55246088,2.101401117,0.207613597,0.2224431397,0.2207954127,0.6821589617,0.1850946619,1.961344326,0.08787877124,0.009337119444,1.402215644,0.3844696242,0.01537878497,0.2845075219,2.349109404,0.4882764227,0.2004734469,0.2510037403,0.2185984434,0.5789014055,4.609790794,1.759772394,0.210909051,0.459715822,0.5942801905,1.662007261,12.74571728,0.04833332418,0.2899999451,40.05953787,0.02196969281,0.07909089411,0.1367613377,0.8029922722,0.7887119718,3.496476611,0.9611740604,0.2669317676,1.224261132,1.832821623,0.3092234263,0.04998105114,0.9337119444,4.119317402,0.1373105801,0.1433522456,0.2921969144,1.372556558,0.7475187978,0.1180870988,0.05876892826,0.5217802042,0.1373105801,0.08458331731,0.1125946756
0.1931416658,0.1213904395,0.3393517119,0.5983781515,0.2206688658,0.109206269,0.5284319875,0.09611956733,1.146665824,0.452619371,0.56182564,0.1064986755,0.0009025311486,0.516247817,0.2337555675,0.0175993574,0.4291535612,0.916971647,0.1087550034,0.7667002107,0.5433237515,1.297839792,0.4408864661,2.519866967,3.649835965,0.4309586235,0.2048745707,0.1227442362,1.306865103,8.033881019,0.0139892328,0.2933226233,50.03000916,0.01895315412,0.02481960659,0.06723857057,0.889444447,1.824466717,4.137654051,1.845224933,0.2283403806,1.283850559,2.200822206,0.5482876728,0.1295132198,0.5794249974,1.680512999,0.1078524723,0.08303286567,0.7671514763,1.658400986,4.94226057,0.08483792797,0.06994616402,0.1953979937,0.03203985578,0.1254518297,0.1222929706
0.02008386237,0.09062230582,0.1675288032,0.5706756015,0.1288306294,0.02645191629,0.6323967396,0.2459048515,0.3639587742,0.2233717376,0.3272200016,0.09748021005,0.001959401207,2.734834235,0.2027980249,0.01763461086,0.1518535935,3.288854926,0.9424719806,0.2341484442,0.2895015283,0.2243514382,1.182008778,6.478270241,0.6480719492,0.3144838937,0.4771141939,0.4423348225,1.840857434,18.24447449,0.05241398229,0.2150442825,38.99306372,0.06319068893,0.04849517987,0.1538129947,0.894466651,0.5868406615,3.784583431,0.8890782977,0.2723567678,1.342189827,2.630985971,0.1988792225,0.04751547927,1.952053452,3.112508817,0.1900619171,0.1366682342,0.263049612,1.631691355,0.9708832981,0.04702562897,0.1092366173,0.4085351517,0.08082529979,0.1881025159,0.1258915275
0.1988071571,0.3106361829,0.3483133457,0.9194831014,0.3795773745,0.06413134099,1.198053614,0.1471012634,1.304671968,1.052956455,0.1210479061,0.1206470852,0.1318700699,1.271403835,1.432133008,0.0276566408,0.2921984224,2.238985442,0.262938498,0.3310780478,0.3431026743,0.7415186302,0.8577566857,4.920076316,1.313490028,0.3218591676,0.4364939396,0.4809850574,1.087827871,11.14883281,0.6140575899,2.06062015,44.75485795,0.1122298467,1.165186302,1.000048099,1.328721221,3.436237414,1.489851215,0.8469345219,0.8850125056,0.2974090938,1.686253447,0.4208619252,0.03286731226,0.4962162509,0.9643750401,0.6465240813,0.5980247547,0.2244596935,0.9214872058,0.897037132,0.1871833515,0.155117681,0.7102546014,0.1206470852,0.07575514654,0.06613544539
0.1562031299,0.4342227522,0.2355850484,0.7049260687,0.208880532,0.07718702673,0.6760266606,0.1086471419,1.60702658,0.2308294496,0.595181481,0.09511197606,0.1115736642,2.127947557,0.6654180171,0.01682750346,0.2703375012,2.097219072,0.2019300415,0.1916872133,0.2483885836,0.4397099816,0.8304007141,4.348080567,1.466919323,0.2465595072,0.2633870106,0.2147335767,3.423299508,14.28691625,0.1529107923,0.1145001866,44.73372305,0.03804479042,0.0782844726,0.05670137034,2.005399434,1.569347605,2.077830862,1.23791895,0.1924188439,0.4638537909,2.027348351,0.505190919,0.09913594428,0.7195586804,2.00100965,0.1247430148,0.1474235629,0.3237465339,0.9727028629,3.081628024,0.06401767619,0.08742985492,0.346427082,0.06145696915,0.05596973976,0.08011354907
0.06631668769,0.2921644283,0.3626548935,0.5328522668,0.3672924241,0.05240409587,0.7044408993,0.08950434073,0.7735401054,0.3923350894,0.2388328263,0.1803999406,0.09738814276,3.874656823,0.6817169993,0.02179639386,0.152574757,5.907286488,0.9265786154,0.4864769607,0.579691326,0.6093715219,0.4818394301,5.599818209,0.5105921199,0.274541812,0.1627773243,0.328337167,4.583735253,23.70891148,0.05936039178,1.014227944,27.40595088,0.0816205387,0.1465459672,0.1674148549,1.515545003,2.000630704,1.770145433,0.8018290421,0.2221377161,0.2123989018,1.596701788,0.3974363731,0.07373673666,0.4076389404,2.083178749,0.05611412035,0.1650960896,0.7665838095,1.368071529,3.739704682,0.0602878979,0.1108369815,0.5847926096,0.03756399792,0.03802775098,0.07559174891
0.1258173172,0.7861105607,0.8510005944,0.4314444224,0.2323162275,0.05845056469,0.4933623935,0.3635823261,1.566276996,1.033287101,0.08420844066,0.1129383792,0.1045175352,1.523182088,1.024370913,0.04606697048,0.1624727561,3.608579354,0.8678422825,0.1921933822,0.1570239746,0.9832573806,0.3838914206,5.689023182,1.218050327,0.2679809788,0.4448187042,1.093223697,1.905092134,19.66811968,0.1486031306,0.80047553,28.84584902,0.2491579156,0.4175747969,0.659302556,1.527640182,0.9327323162,0.5324945512,0.8267287498,3.384188627,1.577669903,4.96185853,0.4230235784,0.1436496929,0.4393699227,0.9619575986,1.933822073,0.7449970279,0.2095304141,0.9371904101,1.117495542,0.1565286309,0.1050128789,0.8906280959,0.09114325342,1.112542104,0.3903308896
0.1653917718,0.2908138653,0.3707532217,0.3872923989,0.140583006,0.03170008959,1.363103852,0.164013507,1.835848667,1.080559575,0.1130177107,0.1667700365,0.1033698573,1.721452691,1.236303494,0.01516091241,0.1695265661,3.167252429,0.5306319344,0.3225139549,0.310109572,1.43753015,0.4947970505,5.988560402,1.007511543,0.4796361381,0.3445661912,0.4369099304,1.262490524,15.80456206,0.3583488388,2.25621942,38.41361726,0.2384398043,0.6712149404,0.726345531,1.127420577,3.285783199,1.31899938,0.6808627937,0.6353800565,0.3996967818,2.286541245,0.3362966026,0.0427262077,0.3817793398,0.5513059059,0.8310936531,0.5333884639,0.3114878368,0.9000068913,1.415477913,0.164013507,0.1268003583,0.7704500034,0.09234373923,0.05788712012,0.1433395355
0.1449636667,0.08679353296,0.1283436285,0.7931451576,0.8697820005,0.08771686842,0.149580344,0.1486570086,0.6906549218,0.278847308,0.6906549218,1.57521029,0.450587703,6.70710876,0.3702575183,0.03878008919,0.2991606881,5.041411595,0.4108842784,0.3305540936,0.5623112933,0.1385003186,0.5844713443,3.649021726,1.48564675,5.78838998,0.3822608792,0.4792111022,3.185507327,22.85901591,0.04709010831,0.09048687479,17.91547787,0.03324007645,0.03416341191,0.06186347562,0.8282319049,0.9408788307,0.6897315864,0.9538055271,0.2696139534,0.7765251193,0.9999722999,0.3074707072,0.03324007645,6.539061707,4.763487623,0.02308338643,0.139423654,0.278847308,1.035059047,2.95929014,0.9842755972,0.1975937878,0.1726637305,0.1514270149,0.1385003186,0.2280638579
0.4421765198,0.2368249972,0.6991239023,0.1527237454,0.06294694914,0.1021598027,0.4690063669,0.2058674812,1.113954616,0.5443363225,0.6609429659,0.1718142136,0.0005159585995,0.6330812016,0.5613629562,0.03405326757,0.5598150804,0.163558876,0.07223420393,0.6031556028,0.2848091469,0.4308254306,0.5644587078,1.765094369,1.813078519,0.0970002167,0.1960642678,0.4850010835,0.2848091469,3.900647012,0.3436284273,1.809982767,45.56688371,0.02373409558,0.6268896984,1.135624877,1.372449875,2.858410641,4.157594395,1.924009617,0.1424045735,1.690280372,1.97457356,0.9096350109,0.373554026,1.588636528,2.080861032,0.1485960767,0.1955483092,0.1640748346,1.905951066,7.698618263,0.1537556626,0.06191503194,0.8864168739,0.1702663378,1.021598027,1.702663378
0.08299770692,0.2500571939,0.4102002054,0.2021739015,0.0899141825,0.07767734109,0.3154976936,0.2649542183,0.5958809728,0.3139015839,0.7028203259,0.08406178009,0.001064073166,1.325835164,0.2670823646,0.01489702432,0.4495709125,0.8358294716,0.2048340844,0.2197311087,0.1362013652,0.5724713631,0.6458924116,3.06878701,0.9752230563,0.1915331698,0.4048798395,0.8922253494,0.7602802769,9.376080699,0.2293077672,1.0805663,44.74640476,0.009576658491,0.5511898998,0.9427688248,1.476401517,3.863117628,3.55613252,1.71102965,0.1691876333,1.239113201,3.389073033,0.6953718138,0.1330091457,2.679336231,3.536979203,0.07874141426,0.2122825966,0.03458237788,0.5272482536,3.46887852,0.1489702432,0.06544049969,0.5352288023,0.2277116575,0.5197997414,0.439994254
0.4060255147,0.4360569877,0.610239531,0.2558681498,0.1513586238,0.08949378949,0.2402517839,0.4288494342,1.067919179,0.2348461187,0.5183432237,0.04144343272,0,0.4192393629,0.2114215698,0.02462580785,0.8078466233,0.1663743603,0.1879970209,0.4624846839,0.356773899,0.7772145208,0.3339499796,1.251111165,2.203108858,0.2240347885,0.3471638277,0.6654974413,0.2690819979,5.182230978,0.04564783894,0.4648872018,46.09891166,0.006006294597,0.0774812003,0.1771856906,0.8991423011,1.416884895,4.745573361,1.732815991,0.3387550153,3.875261274,4.386997573,0.5303558129,0.06606924056,4.091487879,3.603776758,0.223434159,0.3363524974,0.09790260193,1.437906926,4.528746126,0.5369627369,0.1075126733,0.5387646253,0.2654782212,0.6096389016,0.3892078899
0.2224406908,0.314793299,0.5004915542,0.3386262301,0.07547094865,0.0526310563,0.3733825881,0.4458744203,0.8281943576,0.5769555417,0.5670251537,0.176760906,0.002979116394,0.7854936892,0.9592754789,0.1807330612,0.4270066832,0.9761571385,0.1708026733,0.4597769635,0.3455775017,0.4885750886,0.3416053465,1.690152034,1.818254039,0.1042690738,0.4270066832,0.6087327832,1.586875999,11.5023684,0.1161855394,0.7765563401,45.75922781,0.06454752187,0.3267097646,0.5292896793,0.6315726755,2.935422687,4.930437632,2.167803696,0.1429975869,3.400164844,2.989046782,0.3346540749,0.05759625029,0.8222361248,2.150922037,0.1956286432,0.3068489886,0.1122133842,1.791441992,1.022829962,0.1588862077,0.1340602377,0.319758493,0.08738741423,0.280036941,0.1072481902
1.881402679,0.2123965721,0.9782555162,0.6433461387,0.1951585894,0.1797675335,0.3675384161,0.1157407407,1.753349094,0.8194198188,0.4278713554,0.1723798266,0.000615642238,0.243178684,0.245641253,0.1218971631,0.2684200158,0.1262066588,0.09542454689,1.021966115,0.5091361308,0.5042109929,0.3718479117,0.615642238,3.297379827,0.281964145,0.243178684,0.2856579984,0.2357909771,1.142631994,0.03201339638,0.8465080772,50.91484437,0.0307821119,0.2253250591,0.4291026399,0.5596187943,1.968208235,2.491504137,3.093602246,0.4918981481,3.197645784,2.734067179,0.6655092593,0.281964145,1.446759259,1.082914697,0.2413317573,0.1760736801,0.2117809299,1.693631797,8.079688731,0.1182033097,0.09973404255,0.3416814421,0.04124802994,0.5349931048,0.6119483846
0.07286145746,0.5875923989,0.511205387,0.1269199582,0.05053294631,0.04348183752,0.1057666318,0.2632413947,1.297404017,0.7803227057,0.9072426639,0.03878109833,0.007051108787,0.6639794108,2.671195045,0.5159061262,1.672287967,0.8003008473,0.1010658926,0.4853513215,0.3878109833,0.836731576,0.2738180579,0.8202789889,2.78988871,0.4077891248,0.2749932427,0.3267013738,1.338535485,4.388140035,0.1845040133,1.955507504,34.90416368,0.02937961995,0.558212779,1.096447416,0.3361028522,2.899180896,2.928560516,2.256354812,0.116343295,0.7239138355,3.147144889,0.6075705405,0.8437826848,6.005194317,1.994288602,0.05640887029,0.2174091876,0.1445477301,1.932003808,5.5503978,4.525636656,0.418365788,0.9695274582,1.028286698,0.2561902859,0.767395673
0.4082847786,0.5613915706,1.233360269,0.229660188,0.1190830604,0.114830094,0.5146089397,0.2636839195,0.7867987922,1.403478927,0.07655339599,0.1616127249,0.04678263089,0.3317313826,0.6677157317,0.06804746311,0.5103559733,0.07655339599,0.09781822821,0.9824352486,0.5528856377,0.6507038659,0.06804746311,0.2892017182,3.840428699,0.1786245907,0.5486326713,0.7102453962,0.2254072215,2.947305746,0.2892017182,1.407731893,49.74269553,0.03402373155,0.8293284566,1.156806873,0.2126483222,3.410879088,2.062688725,2.156253987,0.948411517,0.6124271679,3.419385021,0.3657551142,0.03402373155,0.497597074,1.47152639,0.1360949262,0.459320376,0.267936886,2.921787947,2.275337048,0.229660188,0.1020711947,1.122783141,0.6166801344,3.087653638,1.463020457
0.1151695618,0.4547109125,0.4421795094,0.1808102447,0.09130022258,0.03819094278,0.3103014101,0.1664886412,0.8604896795,0.3108981436,0.1366519671,0.2279521897,0.03878767626,0.7268213798,0.6951945053,0.1247172975,1.020414252,0.1008479583,0.03819094278,0.7691894569,0.5734608752,0.7805273931,0.3556531546,1.163033554,2.565357234,0.1993089826,0.2249685223,0.1903579804,0.313881811,5.33837772,0.1145728283,1.761557236,53.46970682,0.03461054189,0.4696292495,0.6038942827,0.3174622119,6.156499323,2.574308237,2.241927688,0.1933416478,0.03699747582,1.390389011,0.8992773558,0.07757535252,1.398743279,2.799873493,0.1324748328,0.3192524123,0.109202227,1.371293539,0.626570155,0.3055275422,0.0656406829,2.680526796,1.180338825,0.05788314765,0.05668968069
0.09018681555,1.232553146,0.6356023191,0.2190251235,0.06441915396,0.06871376423,0.1975520721,0.6914322525,0.8245651707,0.9190465965,1.477345931,0.1030706463,0.008589220528,1.309856131,0.6055400472,0.08589220528,0.8889843247,1.546059695,0.2018466824,0.227614344,0.2834442774,1.537470475,0.3822203135,2.654069143,2.138715912,0.4423448572,0.7343783552,0.7343783552,2.877388877,9.9162551,0.06871376423,0.2791496672,25.08911316,0.04724071291,0.05582993343,0.2233197337,0.6098346575,0.8116813399,3.074940949,1.94545845,0.5883616062,4.200128838,1.533175864,0.2319089543,0.3392742109,3.392742109,2.542409276,0.2147305132,0.4079879751,0.1073652566,0.7343783552,11.09297831,3.680480996,1.288383079,1.069357956,0.4165771956,1.202490874,1.653424952
1.399357975,0.324571331,0.8448819514,0.1672681201,0.08826062508,0.09537841743,0.622095051,0.1444911846,0.9907966945,0.552340686,0.5865060893,0.1167317945,0.002135337704,0.2946766031,0.4484209178,0.03345362402,0.6505662204,0.2149573288,0.1124611191,0.6235186095,0.3566013965,0.4519798139,0.2918294862,1.898315219,1.583708797,0.08612528738,0.2227869004,0.4953983472,0.2391578228,4.113372196,0.2462756152,1.494024613,54.60272042,0.1117493398,0.4299146577,0.4341853331,1.639939356,3.968881012,5.699216331,1.603638615,0.01637092239,0.3608720719,2.443538112,0.5331226467,0.6512779996,0.2028570818,0.6107065832,0.01992981857,0.09039596279,0.1622856655,2.088360274,3.926174258,0.08541350815,0.0555187803,0.1786565879,0.05694233876,0.1459147431,0.08897240432
